0	20
0.005	20
0.01	20
0.015	20
0.02	20
0.024999999	20
0.029999997	20
0.034999996	20
0.039999995	20
0.044999994	20
0.049999993	20
0.054999992	20
0.05999999	20
0.06499999	20
0.06999999	20
0.074999996	20
0.08	20
0.085	20
0.09	20
0.095000006	20
0.10000001	20
0.10500001	20
0.110000014	20
0.11500002	20
0.12000002	20
0.12500001	20
0.13000001	20
0.135	20
0.14	20
0.145	20
0.14999999	20
0.15499999	20
0.15999998	20
0.16499998	20
0.16999997	20
0.17499997	20
0.17999996	20
0.18499996	20
0.18999995	20
0.19499995	20
0.19999994	20
0.20499994	20
0.20999993	20
0.21499993	20
0.21999992	20
0.22499992	20
0.22999991	20
0.23499991	20
0.2399999	20
0.2449999	20
0.2499999	20
0.2549999	20
0.2599999	20
0.2649999	20
0.2699999	20
0.2749999	20
0.27999988	20
0.28499988	20
0.28999987	20
0.29499987	20
0.29999986	20
0.30499986	20
0.30999985	20
0.31499985	20
0.31999984	20
0.32499984	20
0.32999983	20
0.33499983	20
0.33999982	20
0.34499982	20
0.34999982	20
0.3549998	20
0.3599998	20
0.3649998	20
0.3699998	20
0.3749998	20
0.3799998	20
0.38499978	20
0.38999978	20
0.39499977	20
0.39999977	20
0.40499976	20
0.40999976	20
0.41499975	20
0.41999975	20
0.42499974	20
0.42999974	20
0.43499973	20
0.43999973	20
0.44499972	20
0.44999972	20
0.45499972	20
0.4599997	20
0.4649997	20
0.4699997	20
0.4749997	20
0.4799997	20
0.4849997	20
0.48999968	20
0.49499968	19
0.49999967	19
0.5049997	19
0.5099997	19
0.5149997	19
0.5199997	19
0.5249997	19
0.5299997	19
0.53499967	19
0.53999966	19
0.54499966	19
0.54999965	19
0.55499965	19
0.55999964	19
0.56499964	19
0.56999964	19
0.57499963	19
0.5799996	19
0.5849996	19
0.5899996	19
0.5949996	19
0.5999996	19
0.6049996	19
0.6099996	19
0.6149996	19
0.6199996	19
0.6249996	19
0.6299996	19
0.6349996	19
0.63999957	19
0.64499956	19
0.64999956	19
0.65499955	19
0.65999955	19
0.66499954	19
0.66999954	19
0.67499954	19
0.67999953	19
0.6849995	19
0.6899995	19
0.6949995	19
0.6999995	19
0.7049995	19
0.7099995	19
0.7149995	19
0.7199995	19
0.7249995	19
0.7299995	19
0.7349995	19
0.7399995	19
0.74499947	19
0.74999946	19
